key,スタートレーン,プロ区分,ライセンスNo,氏名,期,シフト,box_1,box_2,box_3,box_4,box_5,box_6,box_7,box_8,box_9,box_10
17L,17L-3,,843,辻　賢司,35,A,17L・18L,23L・24L,29L・30L,35L・36L,7L・8L,3L・4L,9L・10L,15L・16L,21L・22L,27L・28L
18L,18L-1,,949,砂子　明廣,38,A,17L・18L,23L・24L,29L・30L,35L・36L,7L・8L,3L・4L,9L・10L,15L・16L,21L・22L,27L・28L
18L,18L-2,☆アマ,,稲熊　正之,選手,A,17L・18L,23L・24L,29L・30L,35L・36L,7L・8L,3L・4L,9L・10L,15L・16L,21L・22L,27L・28L
18L,18L-3,,1465,田村　翼,62,A,17L・18L,23L・24L,29L・30L,35L・36L,7L・8L,3L・4L,9L・10L,15L・16L,21L・22L,27L・28L
19L,19L-1,,1291,渡邊　雄也,52,A,19L・20L,25L・26L,31L・32L,3L・4L,9L・10L,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L
19L,19L-2,☆アマ,,高木　勇太,選手,A,19L・20L,25L・26L,31L・32L,3L・4L,9L・10L,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L
19L,19L-3,☆アマ,,浦川　文郎,選手,A,19L・20L,25L・26L,31L・32L,3L・4L,9L・10L,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L
20L,20L-1,S,1423,安里　秀策,59,A,19L・20L,25L・26L,31L・32L,3L・4L,9L・10L,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L
20L,20L-2,☆アマ,,儀間　徳博,選手,A,19L・20L,25L・26L,31L・32L,3L・4L,9L・10L,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L
20L,20L-3,,1348,佐藤　昌徳,54,A,19L・20L,25L・26L,31L・32L,3L・4L,9L・10L,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L
3L,3L-1,S,761,小原　照之,32,B,3L・4L,9L・10L,15L・16L,21L・22L,27L・28L,23L・24L,29L・30L,35L・36L,7L・8L,13L・14L
3L,3L-2,☆アマ,,村瀬　大河,選手,B,3L・4L,9L・10L,15L・16L,21L・22L,27L・28L,23L・24L,29L・30L,35L・36L,7L・8L,13L・14L
3L,3L-3,☆アマ,,中村　拓海,選手,B,3L・4L,9L・10L,15L・16L,21L・22L,27L・28L,23L・24L,29L・30L,35L・36L,7L・8L,13L・14L
4L,4L-1,S,1289,谷合　貴志,52,B,3L・4L,9L・10L,15L・16L,21L・22L,27L・28L,23L・24L,29L・30L,35L・36L,7L・8L,13L・14L
4L,4L-2,☆アマ,,小濱　凌,選手,B,3L・4L,9L・10L,15L・16L,21L・22L,27L・28L,23L・24L,29L・30L,35L・36L,7L・8L,13L・14L
4L,4L-3,,1424,坂本　就馬,59,B,3L・4L,9L・10L,15L・16L,21L・22L,27L・28L,23L・24L,29L・30L,35L・36L,7L・8L,13L・14L
5L,5L-1,,1277,小林　孝至,51,B,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L,25L・26L,31L・32L,3L・4L,9L・10L,15L・16L
5L,5L-2,☆アマ,,梶浦　雅文,選手,B,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L,25L・26L,31L・32L,3L・4L,9L・10L,15L・16L
5L,5L-3,,1130,岩切　稔純,46,B,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L,25L・26L,31L・32L,3L・4L,9L・10L,15L・16L
6L,6L-1,,1352,ブライアン・グリーンウッド,54,B,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L,25L・26L,31L・32L,3L・4L,9L・10L,15L・16L
6L,6L-2,☆アマ,,大北　豊,選手,B,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L,25L・26L,31L・32L,3L・4L,9L・10L,15L・16L
6L,6L-3,歴,349,山崎　行夫,11,B,5L・6L,11L・12L,17L・18L,23L・24L,29L・30L,25L・26L,31L・32L,3L・4L,9L・10L,15L・16L
7L,7L-1,,1344,竹本　圭実,54,B,7L・8L,13L・14L,19L・20L,25L・26L,31L・32L,27L・28L,33L・34L,5L・6L,11L・12L,17L・18L
7L,7L-2,☆アマ,,小川　秀樹,選手,B,7L・8L,13L・14L,19L・20L,25L・26L,31L・32L,27L・28L,33L・34L,5L・6L,11L・12L,17L・18L
7L,7L-3,PT,1478,倉持　悠人,63,B,7L・8L,13L・14L,19L・20L,25L・26L,31L・32L,27L・28L,33L・34L,5L・6L,11L・12L,17L・18L
8L,8L-1,歴,1050,日置　秀一,43,B,7L・8L,13L・14L,19L・20L,25L・26L,31L・32L,27L・28L,33L・34L,5L・6L,11L・12L,17L・18L
